"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Dossiers\master-rmai-researchproject-virussimulation\netlogo\virus_simulation.nlogox"
"05-baseline-empirical-threshold-ER"
"06/17/2026 15:47:41:073 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-2","2","-2","2"
"[run number]","interconnection-structure","network-type","expt-seed","num-nodes","avg-degree","rewiring-prob","initial-infected","recovery-mean","max-ticks","infection-prob","[step]","bs-out-extinct","bs-out-final-tick","bs-out-late-mean-prevalence","bs-out-tau-sim","bs-out-mean-degree"
"713","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","25","1","25","0.00318","0.18","6.083"
"715","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","28","1","28","8.214285714285719E-4","0.18","6.083"
"716","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","75","1","75","0.001560000000000001","0.18","6.083"
"718","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","15","1","15","0.0013","0.18","6.083"
"717","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","152","1","152","0.004042763157894732","0.18","6.083"
"719","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","20","1","20","7.000000000000003E-4","0.18","6.083"
"721","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","8","1","8","8.750000000000001E-4","0.19","6.083"
"720","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.036","18","1","18","0.0020555555555555553","0.18","6.083"
"722","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","27","1","27","0.0020555555555555566","0.19","6.083"
"723","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","14","1","14","0.0014285714285714288","0.19","6.083"
"724","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","13","1","13","9.615384615384618E-4","0.19","6.083"
"725","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","50","1","50","0.0012800000000000008","0.19","6.083"
"726","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","90","1","90","0.0033388888888888912","0.19","6.083"
"728","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","14","1","14","0.0025","0.19","6.083"
"727","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","122","1","122","0.004032786885245904","0.19","6.083"
"730","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","8","1","8","0.001375","0.19","6.083"
"729","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","65","1","65","0.0017923076923076935","0.19","6.083"
"731","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","15","1","15","0.0010000000000000002","0.19","6.083"
"732","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","17","1","17","9.411764705882355E-4","0.19","6.083"
"733","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","19","1","19","0.001236842105263158","0.19","6.083"
"734","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","214","1","214","0.0070474999999999895","0.19","6.083"
"736","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","9","1","9","7.222222222222225E-4","0.19","6.083"
"735","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","32","1","32","0.0027187500000000007","0.19","6.083"
"738","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","7","1","7","8.571428571428572E-4","0.19","6.083"
"739","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","11","1","11","0.0016818181818181821","0.19","6.083"
"737","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","264","1","264","0.010787499999999981","0.19","6.083"
"742","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","42","1","42","0.0017142857142857155","0.19","6.083"
"741","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","86","1","86","0.0044127906976744215","0.19","6.083"
"743","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","13","1","13","0.001653846153846154","0.19","6.083"
"744","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","43","1","43","0.002500000000000002","0.19","6.083"
"746","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","32","1","32","0.004875000000000001","0.2","6.083"
"740","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.038","446","1","446","0.006804999999999981","0.19","6.083"
"748","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","65","1","65","0.002392307692307694","0.2","6.083"
"751","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","73","1","73","0.004191780821917811","0.2","6.083"
"752","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","21","1","21","0.0011904761904761908","0.2","6.083"
"745","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","761","1","761","0.007959999999999983","0.2","6.083"
"747","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","772","1","772","0.009069999999999983","0.2","6.083"
"754","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","25","1","25","0.002580000000000001","0.2","6.083"
"750","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","512","1","512","0.007067499999999979","0.2","6.083"
"749","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","886","1","886","0.004639999999999985","0.2","6.083"
"753","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","226","1","226","0.005222499999999986","0.2","6.083"
"756","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","7","1","7","0.0010714285714285715","0.2","6.083"
"759","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","10","1","10","0.0017000000000000001","0.2","6.083"
"758","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","27","1","27","0.0026111111111111122","0.2","6.083"
"760","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","16","1","16","0.0013125000000000003","0.2","6.083"
"755","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","523","1","523","0.008599999999999991","0.2","6.083"
"761","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","31","1","31","0.0014193548387096777","0.2","6.083"
"762","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","21","1","21","0.0014761904761904769","0.2","6.083"
"764","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","79","1","79","0.002436708860759495","0.2","6.083"
"766","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","105","1","105","0.0034428571428571455","0.2","6.083"
"765","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","105","1","105","0.003028571428571431","0.2","6.083"
"767","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","67","1","67","0.006895522388059706","0.2","6.083"
"769","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","43","1","43","0.0020465116279069773","0.21000000000000002","6.083"
"757","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","1187","1","1187","0.015934999999999987","0.2","6.083"
"770","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","34","1","34","0.0015441176470588239","0.21000000000000002","6.083"
"763","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","876","1","876","0.0039649999999999885","0.2","6.083"
"771","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","75","1","75","0.0018533333333333347","0.21000000000000002","6.083"
"772","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","7","1","7","0.0012857142857142859","0.21000000000000002","6.083"
"773","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","47","1","47","0.003031914893617023","0.21000000000000002","6.083"
"774","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","34","1","34","0.0012352941176470595","0.21000000000000002","6.083"
"775","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","16","1","16","0.0014375000000000004","0.21000000000000002","6.083"
"776","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","25","1","25","0.0014000000000000006","0.21000000000000002","6.083"
"768","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.04","797","1","797","0.013465","0.2","6.083"
"778","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","5","1","5","0.0010000000000000002","0.21000000000000002","6.083"
"779","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","60","1","60","0.002041666666666668","0.21000000000000002","6.083"
"781","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","54","1","54","0.0034351851851851874","0.21000000000000002","6.083"
"782","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","22","1","22","0.0016136363636363642","0.21000000000000002","6.083"
"777","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","311","1","311","0.010995000000000001","0.21000000000000002","6.083"
"783","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","29","1","29","0.001379310344827587","0.21000000000000002","6.083"
"784","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","18","1","18","0.0022777777777777783","0.21000000000000002","6.083"
"786","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","7","1","7","0.0013571428571428573","0.21000000000000002","6.083"
"788","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","29","1","29","0.0033620689655172423","0.21000000000000002","6.083"
"789","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","78","1","78","0.0019294871794871802","0.21000000000000002","6.083"
"790","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","96","1","96","0.0018593750000000014","0.21000000000000002","6.083"
"791","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","13","1","13","0.0015","0.21000000000000002","6.083"
"780","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","1117","1","1117","0.020207500000000003","0.21000000000000002","6.083"
"792","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","67","1","67","0.0012462686567164187","0.21000000000000002","6.083"
"794","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","18","1","18","0.001444444444444445","0.21999999999999997","6.083"
"787","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","1124","1","1124","0.006619999999999978","0.21000000000000002","6.083"
"796","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","12","1","12","0.0017083333333333336","0.21999999999999997","6.083"
"795","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","101","1","101","0.00849504950495049","0.21999999999999997","6.083"
"785","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.042","1631","1","1631","0.010144999999999984","0.21000000000000002","6.083"
"797","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","13","1","13","9.615384615384616E-4","0.21999999999999997","6.083"
"798","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","8","1","8","5.625000000000001E-4","0.21999999999999997","6.083"
"799","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","12","1","12","0.001958333333333333","0.21999999999999997","6.083"
"802","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","37","1","37","0.002702702702702704","0.21999999999999997","6.083"
"803","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","30","1","30","0.0030166666666666675","0.21999999999999997","6.083"
"804","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","46","1","46","0.0026956521739130443","0.21999999999999997","6.083"
"806","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","26","1","26","0.0015192307692307695","0.21999999999999997","6.083"
"793","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.06739250000000005","0.21999999999999997","6.083"
"800","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.09403749999999991","0.21999999999999997","6.083"
"809","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","67","1","67","0.003992537313432839","0.21999999999999997","6.083"
"811","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","15","1","15","0.0012666666666666668","0.21999999999999997","6.083"
"801","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.06955749999999998","0.21999999999999997","6.083"
"805","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.08022499999999995","0.21999999999999997","6.083"
"814","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","6","1","6","0.0011666666666666668","0.21999999999999997","6.083"
"807","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.0767125","0.21999999999999997","6.083"
"815","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","6","1","6","0.0014166666666666668","0.21999999999999997","6.083"
"808","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.08151249999999996","0.21999999999999997","6.083"
"810","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","8379","1","8379","0.025564999999999994","0.21999999999999997","6.083"
"812","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.08893249999999998","0.21999999999999997","6.083"
"813","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.08943250000000001","0.21999999999999997","6.083"
"816","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.044","10000","0","10000","0.04017000000000001","0.21999999999999997","6.083"
"817","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.10873500000000007","0.22999999999999998","6.083"
"818","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.10003250000000002","0.22999999999999998","6.083"
"824","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","34","1","34","0.001794117647058824","0.22999999999999998","6.083"
"825","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","20","1","20","0.00135","0.22999999999999998","6.083"
"826","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","11","1","11","9.545454545454548E-4","0.22999999999999998","6.083"
"819","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.10298000000000002","0.22999999999999998","6.083"
"820","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11642250000000005","0.22999999999999998","6.083"
"821","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.10229","0.22999999999999998","6.083"
"829","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10","1","10","0.0012500000000000005","0.22999999999999998","6.083"
"831","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","20","1","20","0.0012250000000000004","0.22999999999999998","6.083"
"822","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11655250000000011","0.22999999999999998","6.083"
"823","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11643500000000002","0.22999999999999998","6.083"
"827","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11721999999999996","0.22999999999999998","6.083"
"828","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.09731249999999997","0.22999999999999998","6.083"
"836","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","35","1","35","0.0020000000000000005","0.22999999999999998","6.083"
"837","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","15","1","15","0.0013000000000000002","0.22999999999999998","6.083"
"830","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11990250000000008","0.22999999999999998","6.083"
"832","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11368250000000003","0.22999999999999998","6.083"
"839","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","23","1","23","0.001130434782608696","0.22999999999999998","6.083"
"840","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","22","1","22","0.0010000000000000002","0.22999999999999998","6.083"
"841","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","16","1","16","0.0012812500000000003","0.24","6.083"
"843","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","14","1","14","9.285714285714289E-4","0.24","6.083"
"844","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","43","1","43","0.0014418604651162798","0.24","6.083"
"833","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.1115875","0.22999999999999998","6.083"
"846","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","85","1","85","0.0024294117647058844","0.24","6.083"
"834","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.11076250000000001","0.22999999999999998","6.083"
"835","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.09897500000000001","0.22999999999999998","6.083"
"838","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.046","10000","0","10000","0.10894000000000004","0.22999999999999998","6.083"
"850","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","4","1","4","6.25E-4","0.24","6.083"
"842","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.14062249999999993","0.24","6.083"
"845","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.13994250000000008","0.24","6.083"
"847","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.1314725000000001","0.24","6.083"
"848","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.13288250000000004","0.24","6.083"
"854","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","26","1","26","0.0017500000000000005","0.24","6.083"
"856","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","21","1","21","0.001023809523809524","0.24","6.083"
"857","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","5","1","5","9.000000000000001E-4","0.24","6.083"
"858","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","36","1","36","0.0019722222222222233","0.24","6.083"
"859","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","18","1","18","0.001888888888888889","0.24","6.083"
"849","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.13009750000000003","0.24","6.083"
"861","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","6","1","6","5.0E-4","0.24","6.083"
"862","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","29","1","29","0.003155172413793104","0.24","6.083"
"851","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.12412499999999994","0.24","6.083"
"864","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","17","1","17","0.0012058823529411764","0.24","6.083"
"865","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","7","1","7","5.0E-4","0.25","6.083"
"852","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.15172999999999998","0.24","6.083"
"853","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.1345899999999999","0.24","6.083"
"855","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.1413825","0.24","6.083"
"860","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.15079500000000004","0.24","6.083"
"870","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","38","1","38","0.0027763157894736858","0.25","6.083"
"871","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","7","1","7","5.714285714285715E-4","0.25","6.083"
"863","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.048","10000","0","10000","0.14784249999999993","0.24","6.083"
"866","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15810000000000002","0.25","6.083"
"867","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15446249999999997","0.25","6.083"
"868","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1807449999999999","0.25","6.083"
"869","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1624299999999999","0.25","6.083"
"872","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1597950000000001","0.25","6.083"
"873","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.17040250000000004","0.25","6.083"
"879","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","54","1","54","0.0034166666666666685","0.25","6.083"
"874","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16825749999999995","0.25","6.083"
"881","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","90","1","90","0.0018222222222222231","0.25","6.083"
"875","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15874999999999986","0.25","6.083"
"876","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16393249999999993","0.25","6.083"
"877","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15967000000000003","0.25","6.083"
"878","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16156750000000009","0.25","6.083"
"880","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15473500000000004","0.25","6.083"
"882","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16065000000000004","0.25","6.083"
"883","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1593600000000001","0.25","6.083"
"889","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","5","1","5","0.0012000000000000001","0.26","6.083"
"890","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","22","1","22","0.002045454545454546","0.26","6.083"
"884","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.1741375","0.25","6.083"
"885","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15987500000000007","0.25","6.083"
"886","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16597250000000002","0.25","6.083"
"887","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.16176499999999996","0.25","6.083"
"888","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.05","10000","0","10000","0.15909749999999998","0.25","6.083"
"896","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","14","1","14","8.571428571428574E-4","0.26","6.083"
"891","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18786999999999993","0.26","6.083"
"892","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19004749999999995","0.26","6.083"
"893","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19494250000000013","0.26","6.083"
"900","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","56","1","56","0.001107142857142858","0.26","6.083"
"894","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19052500000000003","0.26","6.083"
"902","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","16","1","16","9.375000000000002E-4","0.26","6.083"
"903","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","36","1","36","0.0013611111111111115","0.26","6.083"
"895","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19382000000000002","0.26","6.083"
"905","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","49","1","49","0.005285714285714289","0.26","6.083"
"906","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","59","1","59","0.002322033898305086","0.26","6.083"
"897","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18371749999999998","0.26","6.083"
"898","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.20237999999999978","0.26","6.083"
"899","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.17773499999999995","0.26","6.083"
"901","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.2007000000000001","0.26","6.083"
"904","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19502999999999993","0.26","6.083"
"907","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18986499999999995","0.26","6.083"
"908","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.1771699999999999","0.26","6.083"
"909","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.17711500000000002","0.26","6.083"
"910","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18781999999999996","0.26","6.083"
"911","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.19236499999999984","0.26","6.083"
"912","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.052","10000","0","10000","0.18985749999999998","0.26","6.083"
"913","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.2118700000000001","0.27","6.083"
"914","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.054","10000","0","10000","0.20614499999999997","0.27","6.083"
"920","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","10000","0.054","55","1","55","0.0022818181818181835","0.27","6.083"
